#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
126.83120359 -54.05089074   -13.99    15.46  8.5307  0.005
126.83171718 -51.89183605   -47.06   -15.36  9.3570  0.618
126.83471646 -45.10604563    -8.69     1.53  8.8914  0.085
126.86483415 -55.01124017    -8.29    10.74  6.5293 -0.010
126.86912704 -28.28516767    -8.15     7.83  8.2529  0.994
126.87512119 -44.62075485    -3.91     2.68  8.2847  0.016
126.88861151 -20.84392112    12.75   -14.26  6.5961  0.043
126.88906106 -25.08048723    -8.38    -0.31  8.3954  0.155
126.88980684 -30.63930740   -35.42    31.03  8.7761  0.560
126.89117329 -75.35884037   -32.72    64.69  6.8541  0.118
126.90271179 -53.08853987   -67.05    25.05  5.1527  0.256
126.90721190 -31.99355943     0.77     7.50  7.3712  1.292
126.91173647 -50.54257417    -8.06     8.37  9.0582  0.101
126.92704436 -33.38301452   -12.29    -1.18  8.0969  0.955
126.94370031 -24.89147323   -22.47   -18.06  7.4811  1.248
126.94825016 -47.67422096    -5.39     7.35  8.3947 -0.065
126.96037090 -50.10003849    -6.07     7.36  7.7125  0.013
126.97377621 -26.13294459   -41.84    -4.25  6.6442  0.110
126.99760703 -35.11378837    -6.71    11.61  5.6946 -0.151
127.00534702 -41.24543128    -8.18     7.87  7.6738 -0.014
127.01805481 -51.23542879   -14.73     2.78  8.1302 -0.052
127.02449563 -27.00017888   -11.58    95.51  8.2448  0.548
127.04470103 -52.76049200    -0.40    -3.92  8.8861  0.965
127.04944239 -84.08976396     5.88   -15.47  8.6306  0.364
127.05017806 -36.72312280   -82.97    54.77  8.5335  0.771
127.05089802 -37.73025956   -14.83     6.89  8.8412  0.009
127.05181639 -41.83452136    -7.02     5.98  9.0560 -0.031
127.05312816 -27.56474581    -4.97     4.03  7.4633 -0.140
127.05627357 -27.25790212    -2.90     2.86  9.2989  2.970
127.06034614 -42.23045403    -0.65    32.79  7.6528  1.564
127.06569032 -51.77039863    -9.42     4.88  7.4538 -0.005
127.06709773 -63.63187682    16.16   -33.62  9.2398  0.409
127.06880027 -22.98127012    -5.90     2.85  9.2747  1.536
127.07197774 -44.52383927    -0.97    10.76  9.7475  0.879
127.07788907 -44.52219376    -7.31     5.45 12.6062  0.000
127.08045363 -35.16719546    -8.69    11.01  7.7879  1.180
127.09942803 -56.04115046    -5.01     4.81  8.4966  0.065
127.10214911 -46.95516935    -4.71     6.07  8.1726 -0.040
127.12849748 -74.95486041   -18.30    18.68  9.0414  0.546
127.13286390 -47.43923449   -23.46    37.65  8.8096  1.030
127.13440395 -39.09252647    -6.67    33.23  8.3862  0.470
127.13954171 -51.53862960   -29.51    58.03  8.6718  0.404
127.15024049 -23.07098608   -29.40     2.15  6.5260  0.060
127.15423694 -58.36982209    -6.51    10.36  7.9835  1.054
127.15404312 -41.17430204    -7.92    14.42  7.5303 -0.006
127.15485318 -68.61681791   -29.25    -0.91  8.0777  0.298
127.16479975 -55.96699990    -5.87   -40.76  9.7051  0.680
127.16860188 -76.29570828    -8.22     8.33  9.5775  0.491
127.17282466 -23.82901842   -15.08    -0.36  7.6714  0.180
127.17328668 -54.49902131    -7.90     7.96  7.9597 -0.048
127.17920171 -34.73162592    -4.34     5.28  7.6446 -0.112
127.17997800 -40.27678328   -54.95    28.74  9.1861  0.603
127.18207806 -60.12258143    -3.10     3.57  7.4390  0.720
127.18594695 -61.09264358   -10.26    23.33  9.1252  0.434
127.19738670 -40.29602971    -2.46     2.67  9.6601  0.230
127.19940090 -41.53347854    -8.65     6.95  8.6068 -0.013
127.21694708 -42.58749878    -8.12     9.60  6.5432 -0.175
127.21747383 -37.35428572    -3.73     2.50 10.4903  0.200
127.21769472 -48.19045523    -4.70     7.30  7.8291 -0.054
127.21815197 -29.95121734    -2.54     1.33  7.9611  0.169
127.22262155 -20.95036076     0.11   -15.89  6.6743 -0.066
127.22359314 -72.08188262   -25.21    44.07  6.9460  0.211
127.22907020 -52.96119722   -12.73     7.75  9.1569  1.114
127.23990785 -30.84936696     6.06    -5.52  8.0330  0.081
127.26982550 -47.92893955    -6.90     7.12  5.2942 -0.140
127.27051584 -28.68935852    -5.28     3.69  7.6498 -0.160
127.27328574 -43.91885967     0.81     0.06  6.9202  1.390
127.28106281 -61.87343169   -41.61    14.49  8.6312  0.636
127.28155332 -44.16043125    -7.00     6.98  5.7842 -0.160
127.29065474 -53.25983818   -24.28    17.71  8.5527  1.264
127.29532127 -28.66573803   -13.02     8.72  7.5805  0.938
127.30872687 -74.37201726   -21.92    19.06  9.1111  0.494
127.33559047 -26.92148151    -4.58     5.33  8.6285  1.039
127.34735201 -43.63599853    -6.42    -3.72  8.4712  1.230
127.36453407 -44.72482751    -5.75     6.33  4.9703 -0.168
127.36484796 -27.33214522    -6.95    -3.07  6.6614 -0.098
127.37253768 -60.17929848    -5.76    15.95  8.0080  0.985
127.37424499 -54.21180218   -21.12    16.79  6.4071 -0.108
127.37878428 -34.26229831    -5.35     0.32  7.6218  1.190
127.38828914 -21.28082150     1.27     0.97  8.5631  0.086
127.39543033 -38.60588934    -6.38     7.95  8.5112 -0.015
127.40165076 -55.19090365    -9.56   -12.82  6.4972  0.799
127.40475937 -41.52487514    -9.91     8.74  8.1006 -0.032
127.40882729 -49.39683942     9.08   -11.36  9.2407  0.587
127.40935852 -54.27616863  -427.07   133.01  9.6281  0.770
127.42813900 -34.06487139    -2.14    -9.97  7.8630  0.044
127.42895046 -67.13983703   -10.97    17.50  7.2967  0.023
127.43178013 -48.02629266    -9.83     8.04  7.7159 -0.050
127.43548125 -32.74968825    14.16   -12.22  8.6722  1.585
127.43600018 -32.21270557   -11.94   199.10 11.2299  0.890
127.44022549 -46.33172792   -25.50    14.79  5.9407 -0.127
127.45725986 -57.28337208    -5.40     4.93  9.1112 -0.030
127.45897963 -46.99466402   -24.07    68.98  9.3194  0.805
127.46349361 -44.74345065    -1.41     2.15  8.7405  0.042
127.48192749 -45.18493524    18.58    61.63  8.7537  0.587
127.48521815 -45.81116080   -15.52    24.07  8.6220  1.190
127.49083048 -35.53926501    -6.61    11.09  8.5461 -0.042
127.50147297 -54.82765754    -9.47    -5.42  8.4413  0.232
127.50376076 -60.71495351     1.32    -8.88  9.1003  0.980
127.51571176 -65.91504159    -6.31     8.73 12.1202  0.000
127.51691469 -62.06704056   -13.03    22.66  8.6410  1.519
127.56522270 -51.13500149    63.35    14.56  7.0601  0.203
127.57435655 -31.02334414    27.33   -19.83  9.4458  0.771
127.58049314 -31.95236939   -12.73     6.00  9.2264  0.975
127.58370309 -35.37186196    -4.76    10.94  9.2962  0.000
127.59850792 -30.51233696    -5.79     4.07  9.1007  0.028
127.60007476 -36.72000820    -5.39     4.46  8.4588 -0.085
127.60395200 -25.31755607    -8.41     1.13  8.9038  1.011
127.60707204 -59.21407665    -3.07    -5.82  8.9439  1.082
127.61803658 -26.30777531   -16.56    23.38 11.5014  0.000
127.61924902 -32.15928735   -12.53     1.32  5.7575  1.509
127.62130009 -42.90947053    -4.71     3.54  9.1349  0.949
127.62416508 -36.72133751    -3.54     2.74  6.7316  1.903
127.64341339 -40.51167795    -7.73     5.06  7.0239 -0.081
127.65410221 -27.83424759    -3.40   -10.44  7.9362  0.382
127.66154834 -40.50063442     4.58   -11.98  7.6477  1.497
127.66349042 -44.73733161   -10.01     4.29  6.2950 -0.007
127.68238184 -70.84258196    -2.80     2.19  7.7621  0.199
127.68611427 -25.43460549    -0.62    -5.07  8.7735  0.056
127.68664043 -43.17508371   -24.76    45.75  9.1838  0.675
127.69353086 -41.51504706   -47.84    15.38  6.7850  0.900
127.70329489 -31.13448167   -17.45     3.93  7.3716 -0.119
127.71142478 -33.64475415   -44.59    -1.26  7.1589  0.282
127.71943774 -50.85351315   -11.56    10.41  8.3409 -0.065
127.73297482 -26.67899360    -9.76   -18.74  8.6272  0.514
127.74384322 -33.63441678    -6.13     2.86  8.8240  0.039
127.74852423 -30.04019462    54.35   -55.63  8.8118  0.589
127.76996076 -66.86516907   -57.01    41.83  7.8261  0.343
127.77473270 -39.06097544    -8.07     5.19  7.3098 -0.058
127.78734413 -54.08864345    62.96   151.51  8.3546  0.790
127.79401886 -23.92058453    -2.50     2.60  8.5532  1.158
127.79432799 -47.86664024   -13.73     8.31  6.3352 -0.147
127.79703268 -47.66595599    -4.32     2.78  8.7287  0.813
127.80117649 -60.22207227    32.35     2.08 11.1571  1.000
127.82001629 -59.22706829    -3.74    11.64  7.9993  0.052
127.82535525 -68.58938980    48.27   -44.26 10.8057  1.296
127.83304899 -84.68503440     6.80     4.11  9.0764  1.158
127.84011548 -65.52278739    -6.37     4.64  7.4340 -0.055
127.84299987 -48.74915402   -10.78     2.01  7.9533 -0.073
127.85291224 -39.06413251    -6.78     9.08  6.2701 -0.133
127.86678593 -25.68218401    -9.88     6.50  7.8211  0.121
127.87321237 -54.39390509    16.14   -43.12  6.4912  1.298
127.88480313 -21.07810088    -6.89    -4.53  7.8371  0.969
127.90294130 -45.78479129   -14.17     2.69  6.9654 -0.106
127.90957718 -62.33903741   -11.91     5.55  7.4062 -0.058
127.91248112 -62.74472097    20.34    15.36 10.3809  1.133
127.91521110 -47.24104802    -6.57     8.42  6.7360 -0.137
127.91761327 -23.53899754    -1.57   -30.93  8.2098  0.063
127.91918723 -55.80060367   -11.85    -8.37  8.1460  1.154
127.93599908 -74.85501191    -4.84    -3.76  6.8854  1.122
127.98435835 -26.70370311   -15.58    -0.43  7.9959 -0.022
127.98514022 -50.18962116  -202.45   221.30 10.9031  1.210
127.98728506 -39.06627756    -7.79     5.14  7.6113 -0.085
127.99741268 -31.04756445    -5.31     6.31  9.1091  0.205
128.00517986 -61.17808335    -2.32     7.90  9.4918  0.957
128.00762198 -47.32774793    -2.18     5.57  8.0765  1.720
128.00788756 -29.37085512     5.70  -152.83  7.7562  1.046
128.01320547 -31.71139407    -4.99     2.14  7.6917 -0.095
128.02034308 -65.66859349   -26.12    41.47  9.2063  0.524
128.02069480 -27.49330223    -7.03     6.38  8.4771  0.081
128.02072031 -53.21196071   -16.20    18.16  5.8035  0.582
128.03626805 -36.10756618    -4.40     4.75  9.4142  0.020
128.03780848 -39.95299104   -21.06    14.48  7.3554 -0.037
128.04735090 -56.63395090   -12.64    20.53  8.1322  1.337
128.04941464 -48.27189016    -1.57     4.06  8.2590 -0.040
128.06738732 -37.91809221   -18.30     3.08  8.2722  0.414
128.06683015 -76.92917787  -185.26   154.98  7.7135  0.607
128.07062394 -41.83244263   -24.97    26.96  7.0049 -0.054
128.07914011 -43.93150124    -6.54     4.09  7.6535  0.069
128.09743545 -49.60133441    -3.52     4.08  6.9290  0.157
128.11897441 -55.40929679    -4.91     1.16  8.0387  0.088
128.12975238 -40.21029117  -244.81   204.15  8.5322  0.628
128.14837915 -55.12359670   -15.83    16.37  7.3478 -0.038
128.16167761 -68.86446807     5.70     2.91  8.4910  1.172
128.16880564 -47.04213098   -13.66     9.18  6.6500  1.293
128.17137317 -55.46989624    -3.64     1.79  7.4768  0.048
128.17448223 -73.35696534   -55.24    72.72  6.2658  0.946
128.17584172 -44.04411784    -4.21     3.04  8.0513 -0.051
128.17907482 -82.61448075   -67.32    68.34  8.9912  0.539
128.17902531 -37.46945357   -42.49    13.16  8.4090  0.595
128.18596095 -71.79548899   -19.41    17.19  8.1795  0.064
128.19499623 -33.55900894    -3.26    11.87  8.2416  0.940
128.19886975 -41.87920744    -8.33     7.38  9.3264  0.003
128.20335503 -45.63745204   -10.92     8.24  9.1618 -0.033
128.21774082 -31.50270430 -1113.37   761.57  6.5192  0.780
128.22408480 -47.60552642    -4.39     4.91  6.6386  0.130
128.22553064 -39.94752699    -3.58    -4.41  9.0940  1.322
128.22668038 -38.17512735    -3.32    15.20  8.0268  0.902
128.23487079 -49.15507630    -3.62     4.10  7.3240  1.705
128.24380774 -34.63404642   -18.40     2.88  6.5277  0.951
128.25777997 -45.75292740    -8.73     8.75  6.3274 -0.119
128.25872114 -48.41563083   -13.92    10.41  9.1409  0.149
128.26742301 -29.97565803     1.99    -4.90  8.9111  0.068
128.27019047 -24.60689259     4.27   -25.85  6.2714  0.270
128.27101317 -23.62494220    -8.10    -5.45  9.2241  1.341
128.27312963 -56.39662159    -7.57     3.40  7.4534 -0.109
128.29040111 -22.32787264    -3.32    10.58  8.4801  1.429
128.29062587 -43.68400054    -1.45    56.34  7.2939  0.992
128.29221141 -26.03875944     2.53     1.49  9.5012  0.299
128.30415767 -31.77529774   -13.54     1.64  8.9506  0.231
128.31419784 -29.95663211   -41.86    17.68  8.3948  0.660
128.32886895 -63.84450499     6.24    21.38  7.8878  1.147
128.33278554 -38.37068963   -11.01     6.39  6.4291 -0.153
128.33501398 -36.66097427    -4.43     3.35  7.6473 -0.037
128.34467809 -42.85180976    -7.05     3.30  8.9355  1.190
128.35027288 -34.64871066    -5.37     4.80  7.8282 -0.100
128.35338405 -57.88100606   -10.05    -1.05  8.6374  1.311
128.35385043 -67.02401959    -4.90     4.48  9.0216  1.342
128.36677666 -41.61635123   -40.03  -139.32  7.1943  0.735
128.37426873 -70.11375909     8.11   -19.23  8.4368  1.137
128.37615281 -46.97067307    -3.04     4.77  6.3951  1.560
128.40101215 -80.15864458   -45.45    -4.69  7.1649  1.399
128.41019501 -38.84883264   -21.36     8.20  5.8883 -0.114
128.41117509 -63.31579763    -9.12    12.16  8.9381  0.909
128.41129540 -42.63313092    -7.08     4.99  8.5346 -0.062
128.41375742 -47.50849248   -14.55    -2.10  9.4923  0.824
128.42754704 -44.94607529    -6.45     7.72  7.8739 -0.053
128.43341950 -28.13453088     2.17     5.04  9.0948  0.002
128.44135412 -23.35594829  -343.61   164.08  7.3562  0.745
128.45930512 -32.01989271    -2.79    -2.32 11.1744  2.700
128.47176793 -33.49023770    -5.61    -4.04  8.7228  0.124
128.48222711 -22.03366477   -32.16    19.82  8.1958  0.184
128.50326660 -38.63466195    13.65   -43.47  9.2475  0.563
128.50326267 -35.34259249   -12.12     5.70  9.2576  0.343
128.50715269 -25.09939886     5.25     0.11  7.0438  0.134
128.51388526 -66.52588964   -17.39    25.75  9.0591  0.347
128.51807061 -41.67890986    -4.21     4.84  6.9021  1.201
128.53395454 -44.54484904    -6.17     6.62  7.4130 -0.168
128.53999073 -53.07153194   -11.98     9.93  6.7567 -0.111
128.54572010 -39.72916838     0.37    30.33  7.1711  1.212
128.54638772 -45.63660868   -11.52     6.87  7.5047 -0.124
128.54765116 -36.90634954   -84.26    62.33  6.7879  0.428
128.55368455 -42.10249773    -3.46   -11.15  7.4365  1.212
128.57975200 -79.21321362    -9.32    25.01  8.6727  1.375
128.58300779 -28.05223501    12.83   -10.02  8.7978  1.103
128.59713865 -82.56688050   -48.87    62.07  6.9428  0.436
128.59979634 -36.69361143    -5.06    -5.43  8.2028 -0.074
128.60157556 -54.66754956    -7.25     9.03  8.3499  0.058
128.60841958 -23.82680398    -2.90   -36.19  7.7431  0.308
128.61078284 -34.19363758   -22.59   -16.41  8.1369  1.460
128.61132690 -47.12616223    -9.46    26.53  8.1903  1.117
128.61437472 -61.48830892   -11.20     5.54  8.4768  0.079
128.62080339 -51.09314849    -4.17     7.52  6.5219 -0.156
128.62192871 -37.61119538   -12.40    10.77  6.3635  1.562
128.62386688 -27.09819882   -37.26    14.71  6.5380  1.429
128.62512139 -44.50628750    -7.57     5.13  9.2443 -0.078
128.63313219 -32.59839619   -11.90  -141.67  6.5496  0.752
128.64871304 -44.27022677    -9.64   -21.49  7.4833  1.003
128.65003476 -57.09816002    -6.79    17.28  9.1131  1.639
128.66912783 -44.52833303    -6.00     5.91  7.9172 -0.089
128.68170301 -49.94424614   -13.32    18.58  5.1580  1.304
128.69694631 -36.98249245   -36.89    31.71  8.0856  1.340
128.71390566 -26.49628495    -6.71     8.45  8.8186  0.149
128.71967564 -58.79597539     7.64   -51.53  7.6956  0.407
128.72752175 -57.54360483    -3.43     9.37  9.3950  0.805
128.75120545 -48.57532832    -5.70     1.20  8.9643  1.049
128.75767776 -27.99647780     5.23    -0.36  8.5999  1.724
128.77241325 -28.89968236   -28.82    12.59  8.0992 -0.009
128.77258072 -22.25486209    18.88   -63.83  7.4053  1.245
128.78091164 -45.22896303    -5.37     7.04  8.8830 -0.200
128.78252875 -49.74314186   -13.02     2.93  8.1420  1.581
128.79223921 -54.20622698   -14.63    15.86  7.0277 -0.109
128.79766571 -34.02440228   -15.15    42.95  6.8465  1.355
128.80200496 -39.97055535    73.71    43.67  6.5696  0.578
128.81240625 -31.28563343   -19.54     4.14  8.0310  0.972
128.81438308 -60.40070518   -19.40    16.99  8.4932  0.494
128.81491565 -58.22476335   -21.78    11.31  5.2101 -0.133
128.81586338 -39.25333964   -25.54    13.19  8.1791  1.464
128.83186742 -58.00929492    53.30    26.76  5.0097  0.981
128.84208992 -51.82045590   -16.01    14.73  7.7290  1.130
128.85040863 -30.94807636    -5.92     5.26  9.2068  0.882
128.86042743 -68.44294768   -10.62    18.50  8.8544  0.098
128.86340706 -25.10822293   -23.83    10.38  7.6671  0.778
128.86967444 -26.84353296   -30.98    18.17  6.0366  0.393
128.87360851 -29.52360435   -17.29    10.13  7.5859  0.025
128.87464859 -55.10275112    -6.31     6.05  8.0570  0.097
128.90239205 -48.54831679    -7.36     8.46  8.1805 -0.039
128.90312912 -32.57239581    -8.79     9.75  9.0737  0.140
128.90462104 -48.55218568    -5.73     8.27 10.6638  0.271
128.90500796 -42.56047999   -21.48     9.07  7.5624  0.441
128.91054095 -59.54306948    10.28    13.55  9.7755  0.560
128.92103408 -52.32234177    -0.86    14.43  7.4000  1.634
128.92815897 -32.21392561     1.94    -9.93  8.1585  1.567
128.93250884 -40.86836409    42.92   -32.51  7.5113  0.462
128.94356117 -28.47852415     0.52   -28.07  7.2943  1.135
128.94942190 -75.10788032   -30.49   193.14 10.0158  0.888
128.95091911 -43.75550055   -42.64    33.57  8.1186  0.328
128.96114410 -21.99240624    -7.00     3.29  9.4117 -0.013
128.96683262 -50.96967692   -13.41    11.18  5.7462 -0.132
128.96865989 -56.37301055  -135.70    84.88  7.1592  0.427
129.00538778 -41.54831201     5.67     7.64  8.4566  1.040
129.00932710 -44.39625530   -11.07     7.76  8.9079 -0.006
129.03338540 -64.81367195   -10.66    13.90  8.2840  0.013
129.04257632 -36.26362292   -12.11    27.47  7.9152  0.129
129.04260153 -56.71225867   -15.26   -41.38  7.0681  0.485
129.04513691 -40.22698326    -5.25     3.90  8.9715  0.040
129.06007334 -41.55748326  -245.04   111.01 11.1104  1.392
129.06987546 -31.33831164   -12.41     5.89  7.5663 -0.095
129.07158955 -43.82504276    -7.06     2.33  9.0971  1.229
129.07438104 -34.46027745  -107.82   123.08  9.0368  0.806
129.07764433 -64.65860834    -8.27    12.30  7.8544 -0.042
129.07906398 -46.26195390    15.39   -13.16  8.9974  1.181
129.08631492 -70.67667654   -11.84     2.69  6.8554 -0.061
129.09051212 -32.26195011   -72.86    41.27  6.8611  1.086
129.09277691 -71.65995651     7.05    25.84  8.2584  1.109
129.09327046 -78.49584402   -69.28    82.08  8.5182  0.437
129.09640509 -30.03778645  -180.11    66.81  8.2215  0.782
129.09648565 -38.45551674    27.34    62.76  7.3360  0.509
129.09844650 -53.03653433   -24.05    21.44  8.3911  0.040
129.10640391 -28.79660641   -16.70     6.84  8.1065 -0.068
129.11002871 -50.09830137   -54.17  -225.81  9.9370  0.658
129.12315429 -80.91841798  -120.62   -54.30  9.3286  0.643
129.14582586 -67.25370827   -25.64    82.30  8.9461  0.509
129.15143676 -52.57789307    -6.50     3.90  9.5893  2.085
129.15398275 -64.27354932   -11.21     2.41  9.1532  1.399
129.16813003 -60.32764002    -9.77     3.74  7.8538 -0.050
129.17085553 -47.49987500     0.47     7.34  7.4738  0.324
129.17815122 -47.99841679    -9.86     9.37  7.3533 -0.102
129.19043622 -52.51635134   -13.21   -20.08  7.3677  0.389
129.21959791 -63.62762812    -5.09     5.23  8.0574 -0.034
129.25544437 -44.11469436    -4.12     7.66  7.2985  0.770
129.26432111 -40.77516562   -10.06    10.78  8.7495 -0.033
129.26559679 -26.41633325   -10.12   -26.44  6.9736  1.140
129.27996048 -43.53318107   -29.66    41.72  8.0010  0.269
129.28459969 -37.91058542    -7.23     5.69  8.4691  1.190
129.28527608 -26.07311378    -4.86    -1.58  7.8771  1.288
129.28701590 -76.16401803   -20.35     3.22  8.7133  1.217
129.29029178 -49.42526223   -10.42     9.76  7.4356  0.164
129.29423137 -53.25936140   -24.80    23.17  7.8646  0.085
129.31887792 -41.31949491   -59.95   162.23  9.1253  0.737
129.32838643 -22.73247221    -1.90     3.34  8.5770  0.002
129.32852698 -62.85341200   -10.13   -21.58  5.6141  1.013
129.32837904 -40.69138584    -6.93    10.84  7.3989  0.512
129.33119411 -45.20722160    -3.59     3.96  8.4241  0.257
129.33238407 -24.30199237    -4.65    -2.91  8.6599  0.066
129.33381709 -31.74376300   -12.52     9.13  8.8662  0.080
129.33427490 -40.14774383  -304.93    32.75  6.6568  0.598
129.34761388 -41.50969222   -12.29     6.44  9.0100 -0.042
129.34829155 -51.26170694     5.94     9.07  8.7580  1.029
129.36749787 -35.32216809   -16.83     0.01  8.4725  0.281
129.37356582 -33.74558234   -28.78   -40.95  6.5875  0.320
129.37998064 -28.17851170   -42.82   -62.19  8.0722  0.955
129.38376634 -30.49886149   -12.64    10.00  7.8598 -0.025
129.39748719 -56.26212244   -11.82    18.43  8.9864  1.016
129.41100564 -42.98910388   -10.75     9.66  4.1704  0.109
129.41540196 -40.43564749   -11.39    29.86  6.9062  1.685
129.41650787 -46.28272171    -5.42     5.18  6.8797  0.044
129.41886489 -23.88146013    -8.10     3.52  8.5364  0.003
129.42013553 -47.36197801    -6.59     3.12  8.2034  0.885
129.42393492 -33.35637845    -3.39     5.32  8.8888 -0.030
129.42879645 -54.99450289     1.91     6.63  7.9356  1.574
129.45442160 -69.66421631    -7.65    11.69  8.2722  1.179
129.46736838 -26.25497011   -24.49   -13.02  5.2406 -0.030
129.46982768 -42.55925709   -17.31   -10.67  9.1348  1.045
129.47601899 -35.04080165  -113.62  -120.11 10.3562  1.586
129.48001029 -40.37364665   -12.22    10.11  8.3753  1.003
129.48303151 -44.48581946    -6.53     8.50  8.7390  1.127
129.48368865 -74.57389394   -17.27   -17.51  6.6969  0.265
129.49460955 -27.65216415  -147.36    94.75  9.5719  0.000
129.51075925 -38.75977879   -10.85     7.85  8.8799 -0.097
129.52365036 -38.00901012    -5.31     0.21  7.1415 -0.168
129.53917124 -45.33842710    -9.05     8.04  8.6539 -0.052
129.55417512 -22.51729640    27.50   -77.32  9.0132  0.432
129.56350476 -22.52276978     3.83    -8.48 10.1955  0.000
129.56414494 -39.41765461    -5.73     3.50  8.9046  0.330
129.57924813 -50.50835764    -3.57     3.46  8.2870  0.081
129.58383320 -75.09646057  -198.55   169.73  9.6906  0.728
129.59973666 -53.72183035   -23.49    21.87  7.6846  0.076
129.60524774 -46.77740977   -10.61    17.35  9.2311  0.035
129.61054056 -46.77642712   -10.07     2.74  7.8409 -0.016
129.61270704 -35.82253764   -21.21    20.16  8.8781  0.134
129.61604249 -62.84324808     9.06     3.29  6.8357  1.593
129.63326027 -72.48093419   -22.33    16.32  8.8893  1.310
129.65073989 -35.08099166     0.50     3.24  9.1187  1.251
129.65309790 -74.07462598    27.23   155.40  6.9838  1.048
129.65936764 -46.78183022   -11.08    11.44  8.2191 -0.040
129.66856605 -42.44698781    -5.46     4.26  8.2512  0.012
129.67898259 -36.95532529     7.02    -4.46  8.2900  1.667
129.67985839 -41.57973491   -13.00     9.15  9.0124 -0.054
129.68048363 -47.78787930    -3.02     5.08  7.9712  1.860
129.68679716 -53.09043369   -25.48    21.88  6.4237 -0.100
129.69858649 -33.87097728   -21.21    -9.53  7.7341  0.921
129.69926332 -72.34606812     5.94    21.99  8.8645  0.403
129.71694085 -30.38757807    -5.97     3.00  8.3232  0.040
129.73568684 -66.20658840    -8.14    28.41  9.4617  0.505
129.74759531 -25.09100962   -13.72   -10.73  8.4294  0.435
129.75009628 -77.61051817   -16.65     4.97  8.5909  1.130
129.75232470 -29.34223173    -5.55     7.36  8.4644  1.140
129.76696941 -55.94244732   -18.21     7.98  7.4985  0.441
129.77136739 -70.38665212    19.15   -38.28  5.1990  0.013
129.77850891 -79.98330203    -4.17     0.99  9.6260  1.626
129.78362587 -22.66290696  -267.52   417.61  5.1865  0.720
129.78419751 -32.71817002   -37.90    34.69  9.3360  0.587
129.78973755 -40.41924841    -3.77     3.83  7.2870  0.393
129.80518330 -60.31733757   -39.95    20.21  6.3484 -0.002
129.80938460 -37.47020551   -16.30    27.34  6.9941  1.678
129.81017155 -69.27394470    -2.38    11.19  6.9473 -0.122
129.81734135 -60.75324372    -4.56     6.78  9.7087  0.056
129.81896369 -52.31388847   -25.23    22.64  8.5385  0.220
129.82877428 -39.79927279    -7.29   -24.77  7.3362  0.160
129.84255547 -36.60681876  -164.20    55.91  6.2143  0.426
129.84681737 -28.37769598   -34.86    20.72  8.2473  0.337
129.84843463 -63.55141980     0.53    -3.47  9.6248  0.406
129.84944537 -53.43982457   -23.77    23.46  5.4099 -0.132
129.84937950 -77.05529621   -15.47    28.76  9.4941  0.469
129.85463452 -75.72112089   -21.64     3.45  8.6639  1.068
129.88957734 -30.59348737    -7.56     5.13  8.5584  1.302
129.90291233 -42.48686092   -13.19     8.08  8.3895 -0.052
129.90357973 -61.84121612   -10.75    24.64 12.1934  0.000
129.91933150 -49.28787473   -22.86    33.51  8.6265  1.191
129.92038780 -29.08260661    17.97   -27.41  7.1054  1.118
129.92704476 -29.56086195   -24.81   -90.96  5.0306  0.900
129.93412355 -62.52749045     2.69    -9.03  8.1184  1.132
129.94066936 -43.86089225    -6.23     4.78 10.3222  0.960
129.95884224 -34.00976763    -2.01   -17.24  7.2367  1.371
129.96187939 -66.07131511    92.15   -36.73  9.8757  0.924
129.96363051 -39.77108950   -25.41     5.46  8.6172  0.977
129.96933437 -24.73425856    -9.36     2.62  8.1458 -0.022
129.99009381 -53.05478187   -25.32    22.06  5.1282 -0.147
129.99661748 -59.54692094    -8.94     3.25  6.7609 -0.088
130.00351283 -41.11242258    -5.94   -24.23  8.2743  0.104
130.01130096 -34.01984229   -31.51    17.48  7.6523  0.231
130.01265675 -53.85175457    -8.25   -12.99  7.4086  0.275
130.01308609 -58.39714863   -20.78    23.14  9.0333  1.137
