#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-12.96938279    -8.45   -26.70 10.1178  0.651
-62.97139959   -16.38   -27.67  8.6285  1.015
-56.00300048    -3.74   -10.51  8.7152  0.113
-59.41693731    11.65   -23.78  7.9543  1.230
-30.94978946   -14.51    -0.31  9.0115  1.757
-15.47852389   -11.07   -23.53  9.9899  0.556
-48.16191957  -104.38  -109.97  6.3957  0.381
-35.92755589    -9.28   -18.02  6.9523  0.115
-68.65078848    -5.10   -26.24  9.8615  0.507
-16.03432736     9.59   -33.67  6.5753  1.769
-06.82817012   -29.33   -19.63  8.0317  0.320
-10.88792539   -13.34   -16.67  7.8451  1.086
-21.58049031   -54.95   -24.39  8.9501  0.569
-06.29662500     4.03    -2.63  7.2445  0.171
-05.39830716   -30.81   -13.63  8.0830  0.476
-46.37913254   -20.80   -22.55  9.8990  0.520
-69.21066060    -3.94    -8.93 10.2187  0.105
-21.48564721   -13.51   -13.29  7.1880  0.152
-27.64243287   -34.10   -51.73  7.3878  0.448
-41.50560976   -19.71   -25.31 10.2510  0.635
-29.99601588   -42.57   -61.67  8.1684  0.546
-51.15231031    11.24    -2.16 10.4822  0.515
-52.12268560    -1.89   -11.69  9.6189  0.459
-36.18531338   -11.00   -10.54  5.9510  1.095
-41.79764568   -23.26   -42.87  8.8272  0.395
-54.33224953    -3.05    -2.70  8.0310  0.521
-09.54483696   -15.10    18.16  9.7112  1.237
-67.83858531    -5.20    -5.13  9.2661  1.057
-50.26958807   -24.59   -30.46  7.9500  0.226
-32.78545668  -110.35   -98.48  9.0711  0.629
-77.80977114   -28.08   -43.27  8.7429  0.466
-39.24976689    18.23     2.17  8.8941  0.698
-20.98302545    -8.93   -23.23  5.8531  0.012
-60.20000866  -113.56  -102.54  7.4614  0.621
-42.62377018  -256.78  -190.49  8.1848  1.118
-16.81076131     2.39    -7.68  8.7935  1.272
-68.80219237    -3.62    -4.37  9.0466 -0.050
-67.13596538    -2.82    -6.93  7.7876 -0.038
-81.52505217   -12.07   -20.42  8.6653  1.744
-70.32529056    -6.01    -2.27 10.6825 -0.028
-68.33909783    -2.85   -10.27  8.1767  1.391
-23.52726130    -8.41   -16.42  6.7774 -0.008
-32.47170696   -10.07    -3.19  9.5761  1.084
-43.72477196    15.32  -124.42  9.9841  0.721
-58.68776652    -3.80    -0.87  8.9227  1.155
-26.97436854    -1.89    -0.68  9.8990  0.823
-17.08972792   -54.28  -110.42  7.9163  0.521
-31.72886403   -17.67   -27.74  7.0302 -0.011
-57.14754499   -16.34   -28.48  7.8201  0.092
-35.53459853    -5.20   -13.29  9.6323  0.509
-69.79547685    -2.89   -11.51 10.5677  0.323
-48.23519263     5.96   -13.15  9.7629  0.670
-50.67487686    -4.04    -5.31  8.6225  0.150
-14.45980855     2.22  -145.69  8.5340  0.632
-14.27931751   -12.44   -16.73  4.9345 -0.080
-56.22830486   -18.53   -33.27  8.5862  1.084
-15.47784927    -6.12   -27.37  8.2656  0.370
-34.07148010    -1.63    -7.37  9.1948  0.495
-41.65959528    -8.17    -7.11  7.9558  0.166
-17.39867476     4.95    11.14  9.3336  0.547
-18.47595361    16.25    -0.46 10.0897  0.503
-44.08073809   -44.53   -32.99  6.7735  0.169
-17.75157877  -272.53  -180.58  8.6211  0.637
-23.83899322   -12.94   -24.33 11.8916  1.150
-13.44267066   -10.21   -40.33  7.2119  1.653
-73.14795588    -6.21    -9.65  7.9362 -0.078
-62.06043909    -3.13   -10.70  8.5122  0.001
-21.40106581    -7.89   -20.75  9.1674  0.513
-37.50382485   -15.98   -23.39  6.4772  1.006
-42.74262501     2.52   -26.25  8.0946  0.229
-15.23906854   -36.94    -8.68  9.0267  0.637
-30.44625006  -281.90  -216.86  9.8041  0.857
-09.00338599    -4.50     0.66  8.5131  0.870
-28.30209013   -24.25   -28.80  9.1382  0.432
-24.83142970   -12.31   -24.67  5.4030 -0.092
-06.70362702    -2.47    22.82  7.9311  1.095
-51.77113316   -15.06    -0.19  8.2507  1.687
-80.75558478   -16.27   -40.96  8.0518  1.536
-23.90788400  -242.47  -162.07  9.0888  0.637
-25.48223265    -5.57    -5.33  8.9948  1.072
-58.44648697   -15.11   -31.55  9.2011  0.972
-65.57566618   -12.29   -36.32  9.9562  0.359
-60.70732638   -14.52    -3.39  7.5145  1.599
-19.54361800   -14.31    -8.80  9.2479  1.104
-32.05224062   -13.50   -27.90  8.7512  0.395
-44.95761294   -32.96   -37.08  8.6132  0.507
-26.11404273   -11.42   -26.83  2.8274 -0.180
-49.11198168    -9.89    -8.93  8.9996  0.127
-38.99722851   -25.95  -149.98  8.1258  0.581
-13.16968744    -9.08   -21.09  8.5560  1.631
-53.09399842    -1.10    -2.24  9.0509  1.326
-65.03757002    -9.71    -6.23  5.7305 -0.066
-51.57242648   -15.81   -12.06  9.6614  0.465
-76.61777390     0.83    -5.46  9.1210  0.660
-63.91321695   -10.07  -126.48 10.0568  0.682
-10.94414456    23.46     0.98  8.8217  1.079
-53.65183267     2.43    -5.71  8.5704  1.571
-16.22172377    23.16     1.66  8.1793  0.652
-08.71851589  -137.60   -80.97  9.1894  0.563
-45.65323575     6.06   -20.68  9.6205  0.653
-08.75260510     1.31    -8.29  8.4645  1.097
-68.50200906    30.88   -17.01  8.4335  0.436
-49.36640698   -30.45   -34.41  8.9919  0.700
-30.49112230    41.60    -5.30  8.3818  0.495
-05.56048517    23.15   -57.02  9.7758  0.690
-33.01214721   -10.04   -16.91  6.9852  0.031
-37.52997995   -79.89   -35.18  8.5265  0.421
-55.89543851    -0.77     3.42 10.4239  1.348
-58.72620957    -5.38    -5.33  7.1252  0.160
-61.10539512    41.98   -45.31  9.0760  0.657
-30.33214891   -76.13  -150.11  9.7601  0.872
-18.25256882     8.42   -25.58 10.1177  0.579
-12.98907288    -5.07   -29.99 10.1617  0.541
-27.01627012   -10.09    -6.90  7.1886  1.096
-40.36418072    -9.80   -23.98 11.5593  0.930
-49.60906199     1.45    -5.34  8.9308  1.696
-44.79495585   -29.33   -35.81 10.4329  0.831
-41.74439601   -37.76   -16.48  5.1542  0.988
-40.86511660   -15.78   -20.46  8.2362  0.140
-62.81497914    -2.33    -5.07  7.1684  1.606
-70.24133873   -10.60    -2.70 10.4868  0.000
-29.63245770   -79.41   -40.29  7.4738  0.606
-56.19513225    -4.14     4.17  9.7662  0.669
-10.79905025   -39.91    11.01  9.8832  0.562
-07.30203362   -11.18    -9.95  6.6752  0.093
-05.07601907  -106.86   -95.40  9.1823  0.935
-67.97130212   -25.22    -9.24  9.7538  0.816
-62.63314610   -14.89   -16.62  9.1129  0.982
-06.12748054    -9.33   -22.45  7.5684  1.107
-09.95564885   -13.19    -2.27 10.0430  1.244
-35.84527104   101.04   -66.86  7.7849  0.686
-36.47431376   -16.21   -51.01 11.1676  1.100
-64.85413757    -0.37    -3.87  6.9612  1.767
-80.17802880    12.70    -2.58  8.6407  0.383
-07.02673767    -9.42    -6.13  8.0041  1.457
-32.66088154    19.96   -10.63  8.5214  1.172
-67.36639348    -3.30    -7.86 10.0276  0.067
-31.16836206    12.85   -34.49  6.7380  1.000
-08.25314360   204.67   -23.62 10.5346  1.497
-07.88790608     5.81   -49.39  8.7410  0.964
-54.02089116    -7.30    -8.51  6.1020 -0.016
-46.29903688   -19.29   -31.21  7.7694  0.164
-56.81130853   -18.17   -30.34  7.6519  0.195
-33.38528451   -11.98   -17.51  6.8493  0.035
-78.02709898    -1.99   -72.24  6.4877  0.387
-58.04796447   -13.15   -15.58  7.7660  0.108
-52.77563879   -17.45   -17.08  9.5867  1.139
-74.60505077     6.01     3.94  8.0358  1.495
-40.65309105    -2.09    -9.45  6.6368  1.499
-31.42808517    -6.05    -7.31  9.0729  1.043
-36.29907859    79.46   -17.85  9.9330  0.930
-23.20026536    13.89     6.83  9.0410  0.493
-53.85140960   -23.38   -36.47  8.1850  0.972
-07.12266216   -12.14   -18.87  8.1048  0.544
-27.52873347    -5.65    -9.29  9.8083  0.584
-38.39664104   -16.96   -27.83  3.3398 -0.206
-26.17310020    17.73   -22.25 11.0937  0.000
-26.17741505    22.75   -24.35  8.8520  0.503
-55.56323040   -81.05  -108.43  9.3979  0.747
-05.08161476   -23.35   -19.43  8.3370  0.417
-33.60239123   -10.49   -11.22  9.0794  1.150
-16.53238016  -631.32  -417.38  5.5720  0.517
-22.62162036   -10.21   -35.41  2.2617 -0.117
-43.82274400    -2.94    -0.70  7.5667  1.193
-07.80804359    19.34    -9.23  8.2327  0.505
-45.45244389  -157.10  -124.05  7.6740  0.780
-51.96488426   -49.52   -26.07  9.0052  0.440
-52.26470748    -9.64    10.38  9.0722  1.182
-36.08785319   -24.20   -39.91  8.3308  0.557
-45.92856435     3.71    16.97  8.1705  0.518
-20.45095235   -30.56   -17.84  9.5625  0.539
-61.30346190  -271.09  -209.66  8.0863  0.622
-17.65748413   -36.93     4.07 10.2239  0.527
-73.60858383   -16.52   -25.97  8.3881  1.101
-15.41229624  -139.72    63.13  9.2674  0.905
-47.88936343   -13.40   -25.19  8.8402  1.390
-72.46281942   -20.88   -32.99  6.7198  1.404
-39.08838633     5.73   -50.73  6.7453  0.249
-08.41132451   -15.22   -13.50  5.5551  0.043
-29.90004403     7.78     5.64 10.2189  0.671
-48.57700421    -2.73    -7.16  8.6604  0.290
-68.11634761    -2.14    -3.96  8.7618 -0.020
-57.61117840    -2.38    -0.74  8.7053  1.233
-40.43556071    13.02    34.25  6.2231  0.010
-47.17659557     8.57     5.16  9.8615  0.636
-65.89575378     6.52     5.59  8.4685  0.721
-12.33694890   -17.04   -18.86  8.7552  0.280
-18.96339544   -31.12   -33.86  9.6849  0.792
-12.87356127    11.56    16.09  9.7191  0.551
-39.70242296    -3.27    -5.47  9.1378  0.699
-14.42335205   -34.72    -9.08  8.1724  0.606
-19.29437215    -0.74     1.77  9.9012  1.080
-55.63155582    -7.48    -4.14  8.4451  1.218
-27.04772283   -47.28   -45.51  7.7165  0.406
-32.69501911   128.94  -216.52  8.1462  0.639
-21.15560922   -22.90   -16.54  7.2854  1.054
-54.57779890   -39.22   -41.95  6.1938  0.264
-24.26660086     5.97    -1.83  7.2887  1.474
-22.16820122     2.02    -2.14  9.0986  0.529
-45.36114372    -4.09    -4.92  8.7775  0.259
-46.53826738   -12.62   -40.45  7.6927  0.505
-63.77652920    -2.29    -3.42  6.5481  0.567
-75.61945317   -15.91    -8.58  7.5631  0.060
-28.33284678    -3.37    -4.74  8.7974  0.400
-56.69431119  -201.00  -252.96  8.0234  0.740
-29.00190502     3.81    -3.35  9.9836  0.260
-24.02710053     6.25     1.03  9.3387  0.462
-26.87258567    -9.77   -22.54  9.5252  0.663
-12.14502505   -33.68   -26.04 10.2780  0.612
-51.13893104   -13.26   -13.37 10.6595  0.505
-31.88913422     7.98    -0.57  6.4785  1.454
-31.54612778    -1.80    -3.02  8.6084  0.735
-66.84855328   -20.01   -20.68  7.2888  1.444
-25.19844108   -12.05   -24.56  7.8397  0.355
-38.21178602   -19.60   -35.22  9.1604  1.315
-54.27079323    -2.29    -1.05 10.2850  0.686
-15.22195267    12.21   -29.91  9.7068  0.658
-27.27882308   -28.85    -7.45  8.9120  1.514
-78.71174826   -56.48  -105.90  8.1564  0.657
-34.22891693   -24.79    13.12  9.1223  0.503
-44.15736120   -34.88   -73.22  9.1260  1.385
-05.69487409   -18.84    -0.50  9.0350  1.662
-24.32520237   -18.18   -16.86  8.8458  1.212
-50.95371069    -7.27     2.17  8.8863  1.325
-34.62721860    -6.09    -8.45  7.5258  1.797
-44.43424642  -158.32  -118.21  9.3516  0.773
-28.37392576   -12.92    -8.52  8.9413  0.606
-64.40023574    -3.10    -6.22  7.7849 -0.073
-21.98032965   -11.38   -24.66  7.2224  0.089
-63.77818926   -52.60   -24.43  8.8077  0.512
-46.90380451   -29.22   -27.93  8.5317  0.484
-37.53430942   -12.65   -24.14  7.4314  0.097
-11.29236253   -11.42    -1.96  9.3426  0.000
-06.46193365     2.98    41.55  8.8802  1.077
-11.58005498    31.29   -31.00  9.8219  0.700
-51.12073325   -11.18   -15.31  6.3894 -0.003
-36.74386179   -22.67   -21.99  7.0017  0.006
-20.75558821    46.52    14.92  9.3872  0.565
-42.69981798    -3.24  -169.51  7.0246  0.501
-22.68750492   -11.07   -22.58  7.3668  0.079
-19.45224489    28.98    21.28  8.3927  0.700
-70.81245118   -49.22   -18.41 10.9557  1.114
-73.51522776   -13.84   -74.42  6.7467  0.236
-35.26986232   -15.50   -30.86  8.7323  0.387
-44.68151450   -86.68  -167.93 10.1506  0.629
-77.47807792    -7.23   -11.19  8.7797  1.038
-56.85416818  -146.43  -120.10  6.6297  0.526
-26.14802176    23.63    -4.27  7.4980  1.601
-17.86290431    11.73   -11.77  8.9955  0.699
-14.64340752   139.19  -108.76 11.7169  1.467
-66.37791453   -11.35   -40.54  8.6442  0.500
-12.50741449    -3.69   -15.35  9.9829  0.672
-18.17171599    -8.46    -6.33  9.0253  0.456
-29.13577662    33.19    -8.52  6.2238  1.304
-50.25669596     9.23    -8.21  8.2856  0.380
-52.56858074    32.49     3.19 10.2718  0.628
-30.66701907   -18.54   -30.65  9.1988  0.574
-66.55863041    -5.86    -8.21  9.2919 -0.100
-42.50707590   -27.40   -79.79  8.1307  1.193
-23.18113464    21.36    -4.87  8.0315  0.215
-10.63238880   -24.62   -15.34 10.2405  0.607
-45.87697615    -5.39    -6.36  9.2740  0.219
-74.56148774   -51.85  -145.11  8.4308  0.363
-13.81202757   -47.02     0.47  7.8959  0.353
-30.94430132  -106.77   -89.99  7.9022  0.550
-25.01424426   -18.98   -27.76  7.0916  0.177
-62.54152480   -30.98   -27.76  6.2498 -0.015
-60.33618370   -18.26   -22.99  8.3513  0.036
-50.20856483    21.03    23.67 10.0809  0.535
-43.44150861   -12.77   -13.61  7.3872  0.073
-32.16195291    15.57    -7.03  8.9058  0.802
-56.42536236   -12.70   -27.13  7.9340  0.151
-08.04818597    14.08    -7.08  7.2136  0.427
-50.01258245  -123.77   -93.50  8.7041  1.018
-41.45275086    12.49    27.34 11.9062  1.557
-06.45320406  -230.94    42.10 10.3394  0.698
-20.47129971     5.28    -5.49 10.1955  0.928
-05.83448275     4.71   -26.48  7.1226  1.348
-08.45152724   -34.14     6.32  9.3334  0.900
-19.84070154   -10.50    -6.16  7.3857  0.264
-65.65551965   -27.32   -21.68  9.2556  0.445
-52.73866272   -37.23   -40.36  9.8720  1.223
-08.77908702    -7.10    -1.24  9.7346  0.518
-26.62974314    -5.39    -6.06  8.4871  0.163
-49.22972085    42.05     9.14  4.8061  0.902
-35.28741763   -18.39   -30.18  8.1230  0.222
-60.40593584    -2.58    -2.87  8.0691  0.028
-59.14834549    -9.06   -14.05  8.9952  0.174
-26.71666209    -0.79  -180.70  7.0728  0.505
-25.86514892   -67.28   -37.59  5.1173  1.234
-36.86651348   -67.68   -59.71  9.1205  0.705
-63.36673136    69.53   -82.44  7.9605  0.533
-66.62054146   -29.43   -34.76  7.7246  0.171
-38.60247170   -17.60   -29.10  4.8481 -0.146
-60.48687462    -3.42    -3.22  8.4115  0.051
-54.05681860     0.95    -2.54 10.9172  2.100
-57.77487384  -120.01   -82.09  4.6904  0.252
-30.13698831   -14.49   -23.37  9.0162  0.496
-16.40211908    14.58    -3.24  8.4174  1.068
-32.00046731   -37.48   -28.54  6.1078  0.470
-61.47085407     6.27   -36.31  7.6424  0.480
-64.46501817    -3.23    -3.41  7.6126  1.148
-81.53826216    -0.52   -18.16  9.4622  0.456
-19.57521044    26.27     1.98  8.4621  1.080
-60.49845740    -3.88    -2.72  7.1171 -0.046
-60.51316811    -2.74    -3.58  8.1343  0.043
-43.93028585   -17.00   -19.34  9.8409  0.896
-15.11682098   -13.87   -31.20  9.3574  0.692
-62.69328952    -6.89   -13.66 10.0279 -0.064
-42.49294162   -38.18   -75.11  8.4181  0.456
-50.84002954    -2.04    -6.43  7.9169  0.119
-27.67515646  -157.65   -83.95 11.1589  0.000
-50.94274815   -95.26    13.56  8.6127  0.578
-58.11637901   -22.22   -48.33  8.5602  0.505
-24.72632693    -5.09     5.49  6.3673  1.386
-19.76742667    -9.27   -21.45  7.8367  0.122
-19.10423690     1.32   -69.68  9.2770  0.715
-47.47608224     0.47    -2.85  9.4277  0.396
-43.28132807   -42.98   -55.13  8.8902  0.560
-21.92747790  -292.35  -140.19  8.7997  0.910
-59.17617243    -4.13    -5.44  6.5484  1.366
-35.17675039   -21.20   -38.39  9.4258  0.575
-41.71097252     4.37    -3.72  8.3181  0.382
-32.44938337   -83.38    -4.84  9.6361  0.948
-09.91966912     0.82   -24.87  7.5622  1.274
-37.30735945  -330.22   -21.01  7.9805  0.600
-33.21363525   -30.45   -32.77  6.1795  0.338
-53.16016121     4.18     5.48  8.5543  1.365
-53.71033329    -2.92   -18.42  6.4762  0.006
-08.68632209   -14.08     3.99  9.4914  0.700
-33.06087135  -241.02   -68.21 10.1702  1.345
-11.85726165   -19.18    -6.71  7.6382  1.820
-11.44933021   -63.43   -20.55  7.5700  0.750
-11.44982147   -53.64   -29.57  8.1793  0.850
-50.93505134    11.27    -0.44  9.8597  1.148
-28.93103902     2.25    -3.68  7.6133  1.689
-24.10013318   -13.85   -19.16  9.2051  1.797
-37.86266850  -128.00  -116.56  6.0015  0.409
-43.34001615   -19.53   -14.49  9.1291  1.020
-14.91019172   -11.59     2.27  8.8846  1.533
-37.81607050   -11.42   -24.96  7.0840 -0.011
-16.88440288     5.31   -13.52  9.4494  1.653
-39.43459728   -16.04   -25.86  6.9268 -0.084
-69.02679065     6.54     0.92 10.5101 -0.018
-48.65083291   -43.49   -35.05 10.0832  0.682
-40.73765219    -6.23    -5.74  7.9709  0.761
-46.52984993    -4.06   -21.17  9.0211  0.404
-51.95525095    -1.41   -10.51 10.6847  0.212
-20.30713144   -36.03   -73.24  9.1973  0.774
-51.95350860    -8.61    -8.59 11.6351  0.000
-65.85905970    -5.28   -11.25  7.6589 -0.064
-38.95424733   -25.83   -47.98  9.2772  0.540
-47.05121621     0.36    -3.08  9.2074  1.299
-39.21664275   -28.14   -40.34  7.5283  1.478
-26.94777378     5.87    -7.92  7.7701  1.016
-83.77710899   -15.62   -13.95  8.5854  0.077
-18.53940105   -49.96   -31.29  6.8453  0.465
-07.41506852     8.39     2.00 11.9931  1.064
-11.63811749    29.04   -15.98  9.1597  0.500
-48.82767299   -53.57  -106.36  8.4486  0.592
-48.08917433    -8.36   -19.90  8.9580  0.543
-53.91940447     0.13    -1.81 10.1059  1.122
-61.15417004   -12.27   -23.38  8.6130  0.124
-40.31954213     7.75     1.19  9.2740  1.548
-56.33989536    -1.41    -4.39  7.2216  1.890
-70.05854429     0.96    -8.69  9.3177  1.110
-50.84482500   -20.17   -10.61  9.2299  0.585
-80.57940913     5.29    -4.75  9.1674  1.334
-55.81118260    -7.27    -6.24  7.6481  0.840
-49.50225550    -3.27    -0.70 10.2423  0.000
-23.66906123   -11.54   -24.63  7.6855  0.084
-54.17954446   -45.25   -44.01  7.9474  1.664
-77.23679150   -12.01    -2.01  7.6881  1.350
-31.45684263   -32.13   -36.92  7.1380  0.250
-35.65542202   -38.77   -42.04  9.0514  1.276
-19.80539435    -5.20   -24.04  2.5940 -0.065
-19.80184145    -5.07   -25.87  4.9235 -0.024
-06.29048337    50.05     5.77  7.9541  0.453
-69.59580608     8.91    -9.98  9.4644  1.448
-59.21399519    43.25   -10.13  8.6063  0.631
-34.00438899   -23.08   -27.28  8.0888  0.256
-26.95929606   -48.52   -23.17  8.0964  0.407
-32.23796387   -15.80   -17.13  9.0623  0.520
-49.79856095   -41.81    26.24  8.8684  0.536
-62.70897077    -1.34    -2.76  8.5993  1.280
-37.51325815   -40.52    -3.50 10.7717  0.567
-18.72446113    26.54   -34.01  9.9167  0.670
-12.71217923   -24.52   -11.23  9.7783  0.652
-32.86182048  -358.40  -237.90  7.9874  0.818
-20.44918614   297.37  -359.05  7.5288  1.043
-21.83874709   -10.48   -22.65  7.8433  0.173
-68.43555296    -4.00    -9.32  7.6780 -0.113
-06.29114302    53.11     6.58  6.4466  0.413
-07.08490829     2.35    21.79  8.3909  0.976
-10.80152190    -9.80     2.02  9.7345  0.862
-39.84325049   -18.63   -26.50  7.8899  0.000
-46.08483130    -1.57   -12.98  7.7311  0.159
-40.73408424    -4.70   -16.38  8.4774  1.677
-62.23533163   -31.40    -6.49  9.0915  1.382
-55.85350624    -2.97    -7.51  8.7604  0.185
-05.58200307    24.85  -111.50 10.3587  0.753
-89.30844868   -23.73   -40.07  7.9200  0.412
-72.40107191   -32.03    70.36  5.8674  1.169
-06.13973978   -30.00    -6.87  6.5414  1.034
-21.73320239    -6.94    -6.37  9.8411  1.320
-08.77042084     2.14   -64.37  8.0528  1.202
-23.60624412   -12.62   -27.81  5.8832 -0.071
-12.30417154    -7.23   -24.03  8.5805  0.593
-15.46858855     9.94    13.60  8.8780  1.161
-13.89081034     3.52   -17.38  8.1239  1.787
-38.03833161   -15.90   -32.29  8.1606  0.523
-10.99107744   -30.80   157.09  9.7984  0.980
-55.77726972   -26.47   -28.49  8.0056  1.570
-19.38173342    27.32  -151.50  9.0379  0.753
-67.58706853    -2.77    -5.73  8.9817  1.030
-12.13969425   -85.17   -10.47  8.9144  0.620
-79.25821950     1.62   -10.98  9.5828  0.434
-24.93644271   -16.90   -10.27  8.5740  1.206
-73.69348964    -4.47    -1.27 11.3531  0.831
-63.34111022   -25.94   -28.12  7.5732  0.090
-31.34252375   -18.68   -29.93  9.4561  0.493
-27.70860587   -13.44   -40.20  9.5511  0.577
-45.17327451    16.19    38.45  4.7948  0.230
-40.45014485    -4.36    -5.09  7.3574  0.735
-14.31195488  -160.26  -117.70  8.2228  0.745
-36.80221368   -15.33   -33.83  4.1581 -0.184
-26.41710011   -11.33    -5.97  9.3725  0.406
-22.89517920     9.34    40.14  9.4441  0.550
-43.17075936     8.61    41.25  9.2117  1.263
-49.91820989    22.84     3.94  8.9618  0.573
-64.56157675    -3.18    -5.27  7.2620  1.305
-71.88667360     8.16     1.36  8.4776  0.207
-46.37907045    16.67   -22.82  8.2007  0.521
-09.51560583   -14.33     6.16  9.7530  0.523
-20.66913466    -8.98   -23.48  3.9307 -0.046
-44.88504843    -5.13     4.49  8.8948  0.561
-21.86382680    40.68    -3.47  7.9298  0.358
-48.44026144     7.86    19.22  9.5928  0.620
-71.19230517     2.65     3.98 11.7267  0.000
-16.14598852    -1.33    -9.23  8.1571  0.341
-27.71931879   -10.40   -27.47  8.2661  0.397
-36.39346351   -41.63    -8.50  8.8443  0.769
-22.97679955    42.52  -175.98  9.3070  0.950
-86.16055746     3.38    12.50  9.6388  0.546
-62.76265819    -3.57    -9.44  7.6994 -0.028
-29.82752575   -51.25  -110.28  9.9619  0.512
-14.07132052  -261.69    10.05  6.4485  0.660
-16.94321742   -10.76   -18.92  7.9467  0.205
-76.25589660   -18.77   -11.53  7.6226  1.136
-27.09943052   -11.78   -15.84  8.6203  0.416
-45.34620024    -2.95    -4.54  7.5229  1.419
-10.32455977   -32.86   -31.47  9.8640  0.594
-42.06956165    -5.36   -22.66  7.2763  1.594
-17.93598371    -9.90   -20.19  7.8281  0.189
-14.39279550   -63.52  -132.69 10.9371  0.894
-36.75554005    47.26   -64.51  5.7940  0.298
-07.70161280   -33.48   -10.45  9.2882  0.461
-33.70886824     8.16   -17.27  7.9939  0.149
-44.27741022   -17.27    -0.04  9.3191  0.410
-17.87507999   -20.84   -21.03  9.5363  0.635
-22.06009405   -10.59   -25.74  8.8373  0.654
-62.91055390    -0.93    -1.06  8.1773  0.590
-30.41551717  -240.96   -86.82  9.8098  0.860
-13.13461162   -20.65   -17.95  7.8541  0.549
-08.16972710   -93.74    11.73  9.3720  0.915
-18.36692710     9.08   -15.85  8.2617  1.373
-51.39552162     2.24   -14.29 10.4932  0.662
-28.86574033    11.10    14.53  9.1433  0.401
-56.19095691     0.17    -1.02  6.2752  0.565
-20.86865400    44.81   -45.42  4.4647  0.831
-48.42239935    35.56   -15.48  6.6662  0.147
-23.95062010   -10.75   -24.85  8.4300  0.392
-53.60328197    -6.69   -13.52  9.1218  0.480
-31.55233189     0.56   -45.89  8.7435  0.682
-05.70677966   156.39  -177.63 10.5024  1.205
-36.71967915    42.07     8.70  6.8115  1.116
-40.37274373    -7.96   -23.60  9.8509  1.150
-54.65344491    36.28   -53.72  8.2608  0.497
-29.47166415   -15.07   -35.31  8.9375  1.122
-12.74534314   -42.16   -25.86  5.7545  0.018
-42.47600461    -4.04   -37.24  9.1842  0.223
-39.09977930   -49.94   -42.06  9.3315  0.532
-30.56295412   -14.85    -3.86  8.1273  1.011
-15.63994732    15.81     4.59  8.7009  0.566
-16.51577603    -4.83    -6.69  9.5216  0.666
-46.52524165   -14.19   -42.07  7.0906  0.045
-38.04000533   -19.48   -96.22  8.2734  0.716
-21.41209561   -16.80    -8.80  8.1319  0.875
-11.92025679   -15.08   -20.16  8.6544  0.529
-47.96657193     2.52   -21.28  8.0231  1.750
-37.00998112   -48.05   -22.22  8.6847  0.463
-74.84015920   -42.72   -91.44  9.3971  0.587
-30.61000362    -5.64   -13.05  8.3611  0.024
-19.98941624     1.55   -22.92  9.0546  1.219
-24.46229087   -10.88   -23.31  6.3133 -0.038
-67.26795117    -4.03    -7.41  8.3086  0.061
-53.69362214    -1.37    -5.49  8.7011  0.136
-57.12362395     2.93    -1.52  9.7798  0.233
-71.94455479   -11.49   -35.10  7.0875  0.273
-55.13045292     0.18    -0.96  9.3030  0.239
-13.00288077   -87.84   -21.24  8.4909  0.460
-43.82882636    -3.44    -3.52  8.5301  0.104
-36.23176374   -19.52   -29.56  6.7391 -0.056
-58.97068551    -6.71   -27.73  6.8046  0.224
-18.24282055    17.37  -128.74  7.1390  0.562
-27.73042468   -13.85    -4.79  7.3080  1.613
-26.32666492   100.70    -4.92  5.4200  1.643
-61.56386969     7.66   -26.04  8.8821  1.199
-23.85061867   -12.67   -19.71  9.2665  0.501
-53.07895070    -1.54    -1.06  6.9383  1.989
-77.28892844    -8.64   -11.89  7.4495 -0.039
-45.36534810    -8.14    -7.96  8.1746  0.111
-13.76883926  -119.54   -87.41  7.6312  0.586
-51.63609084   -24.27    -8.03  7.5623  1.560
-17.13479994    -3.41    -3.40  8.7292  0.796
-25.12710314    -8.84   -24.05  8.6761  0.157
-34.51593574   -75.70     8.74  9.1364  0.498
